ID,Loại,SKU,"GTIN, UPC, EAN hoặc ISBN",Tên,"Đã xuất bản","Là sản phẩm nổi bật?","Hiển thị trong danh mục","Mô tả ngắn","Mô tả","Ngày bắt đầu giá khuyến mãi","Ngày kết thúc giá khuyến mãi","Trạng thái thuế","Lớp thuế","Còn hàng?","Tồn kho","Số lượng sắp hết hàng","Cho phép đặt hàng trước?","Bán riêng lẻ?","Cân nặng (kg)","Chiều dài (cm)","Chiều rộng (cm)","Chiều cao (cm)","Cho phép khách hàng đánh giá?","Ghi chú mua hàng","Giá khuyến mãi","Giá thông thường","Danh mục",Thẻ,"Lớp vận chuyển","Hình ảnh","Giới hạn tải xuống","Ngày hết hạn tải xuống",Cha,"Sản phẩm theo nhóm","Bán thêm","Bán chéo","URL bên ngoài","Văn bản nút","Vị trí","Thương hiệu","Tên thuộc tính 1","Giá trị thuộc tính 1","Thuộc tính hiển thị 1","Thuộc tính chung 1","Tên thuộc tính 2","Giá trị thuộc tính 2","Thuộc tính hiển thị 2","Thuộc tính chung 2","Tên thuộc tính 3","Giá trị thuộc tính 3","Thuộc tính hiển thị 3","Thuộc tính chung 3","Tên thuộc tính 4","Giá trị thuộc tính 4","Thuộc tính hiển thị 4","Thuộc tính chung 4","Tên thuộc tính 5","Giá trị thuộc tính 5","Thuộc tính hiển thị 5","Thuộc tính chung 5","Tên thuộc tính 6","Giá trị thuộc tính 6","Thuộc tính hiển thị 6","Thuộc tính chung 6","Tên thuộc tính 7","Giá trị thuộc tính 7","Thuộc tính hiển thị 7","Thuộc tính chung 7","Tên thuộc tính 8","Giá trị thuộc tính 8","Thuộc tính hiển thị 8","Thuộc tính chung 8","Tên thuộc tính 9","Giá trị thuộc tính 9","Thuộc tính hiển thị 9","Thuộc tính chung 9"
174,variable,,,"Apple iPhone 15",1,0,visible,"iPhone 15 sở hữu Dynamic Island, camera Chính 48MP và USB-C trong thiết kế bằng kính pha màu và nhôm bền bỉ.","<h3><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">Tính năng nổi bật</span></h3>
\n<td data-start=""2547"" data-end=""2566"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">Màn hình</span></td>
\n<td data-start=""2566"" data-end=""2611"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">10.9 inch Liquid Retina, True Tone</span></td>
\n</tr>
\n<tr data-start=""2612"" data-end=""2675"">
\n<td data-start=""2612"" data-end=""2631"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">Độ phân giải</span></td>
\n<td data-start=""2631"" data-end=""2675"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">2360 x 1640 pixels</span></td>
\n</tr>
\n<tr data-start=""2676"" data-end=""2739"">
\n<td data-start=""2676"" data-end=""2695"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">Kết nối</span></td>
\n<td data-start=""2695"" data-end=""2739"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">WiFi, USB-C</span></td>
\n</tr>
\n<tr data-start=""2740"" data-end=""2803"">
\n<td data-start=""2740"" data-end=""2759"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">Hệ điều hành</span></td>
\n<td data-start=""2759"" data-end=""2803"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">iPadOS (phiên bản mới nhất)</span></td>
\n</tr>
\n<tr data-start=""2804"" data-end=""2867"">
\n<td data-start=""2804"" data-end=""2823"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">Trọng lượng</span></td>
\n<td data-start=""2823"" data-end=""2867"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">~470g</span></td>
\n</tr>
\n<tr data-start=""2868"" data-end=""2931"">
\n<td data-start=""2868"" data-end=""2887"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">Thời lượng pin</span></td>
\n<td data-start=""2887"" data-end=""2931"" data-col-size=""sm""><span style=""font-family: tahoma, arial, helvetica, sans-serif;"">Lên đến 10 giờ sử dụng liên tục</span></td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n</div>
\n
\n<hr data-start=""2933"" data-end=""2936"" />
\n
\n<h2 data-start=""2938"" data-end=""2957""><span style=""font-family: tahoma, arial, helvetica, sans-serif;""><strong data-start=""2941"" data-end=""2957"">Phù hợp với:</strong></span></h2>
\n<ul data-start=""2959"" data-end=""3225"">
\n 	<li data-start=""2959"" data-end=""3020"">
\n<p data-start=""2961"" data-end=""3020""><span style=""font-family: tahoma, arial, helvetica, sans-serif;""><strong data-start=""2961"" data-end=""2984"">Học sinh, sinh viên</strong>: học online, ghi chú, làm bài tập</span></p>
\n</li>
\n 	<li data-start=""3021"" data-end=""3094"">
\n<p data-start=""3023"" data-end=""3094""><span style=""font-family: tahoma, arial, helvetica, sans-serif;""><strong data-start=""3023"" data-end=""3046"">Nhân viên văn phòng</strong>: quản lý công việc, họp online, ghi chú nhanh</span></p>
\n</li>
\n 	<li data-start=""3095"" data-end=""3160"">
\n<p data-start=""3097"" data-end=""3160""><span style=""font-family: tahoma, arial, helvetica, sans-serif;""><strong data-start=""3097"" data-end=""3120"">Gia đình có trẻ nhỏ</strong>: học tập, xem video, giải trí an toàn</span></p>
\n</li>
\n 	<li data-start=""3161"" data-end=""3225"">
\n<p data-start=""3163"" data-end=""3225""><span style=""font-family: tahoma, arial, helvetica, sans-serif;""><strong data-start=""3163"" data-end=""3225"">Người cần thiết bị giải trí di động, gọn nhẹ nhưng mạnh mẽ</strong></span></p>
\n</li>
\n</ul>
\n
\n<hr data-start=""3227"" data-end=""3230"" />
\n
\n<h2 data-start=""3232"" data-end=""3336""><span style=""font-family: tahoma, arial, helvetica, sans-serif;""><strong data-start=""3235"" data-end=""3334"">iPad A16 WiFi 128GB – Chiếc máy tính bảng lý tưởng cho công việc, học tập và giải trí hiện đại.</strong></span></h2>
\n<p data-start=""3337"" data-end=""3415""><span style=""font-family: tahoma, arial, helvetica, sans-serif;""><strong data-start=""3337"" data-end=""3415"">Sở hữu ngay để nâng cao hiệu suất và kết nối linh hoạt trong cuộc sống số!</strong></span></p>",,,taxable,,1,,,0,0,,,,,1,,,,"Máy tính bảng",,,"http://localhost/ekart/wp-content/uploads/2025/09/ipad-11-a16-blue-1-638772856431636956-750x500-1-e1761136645537.jpg, http://localhost/ekart/wp-content/uploads/2025/09/ipad-11-a16-blue-3-638772856445234430-750x500-1.jpg, http://localhost/ekart/wp-content/uploads/2025/09/ipad-11-a16-blue-6-638772856457400477-750x500-1.jpg, http://localhost/ekart/wp-content/uploads/2025/09/ipad-11-a16-blue-7-638772856463605356-750x500-1.jpg",,,,,,,,,0,Apple,Màu,"Xanh Dương, Bạc, Hồng, Vàng",1,0,"Hệ điều hành","iPadOS 18",1,0,"Công nghệ màn hình","Retina IPS LCD",1,0,"Tính năng Camera sau","Zoom kỹ thuật số
Tua nhanh thời gian (Time‑lapse)
Toàn cảnh (Panorama)
Smart HDR 4
Quay chậm (Slow Motion)
Gắn thẻ địa lý
Chế độ điện ảnh
Tự động lấy nét",1,0,"Tính năng Camera trước","Trôi nhanh thời gian (Time Lapse)
Quay video HD
Quay video Full HD
Góc siêu rộng
Flash Retina
Chế độ điện ảnh",1,0,"Tính năng đặc biệt","Âm thanh Dolby Atmos
Trung tâm màn hình
Mở khóa bằng vân tay Touch ID
Kết nối bàn phím rời
Kết nối Apple Pencil 1
HDR10
Dolby Vision
Micro kép",1,0,,,,,,,,,,,,
190,variation,,,"Apple iPhone 15",1,0,visible,,,,"2025-10-23 23:59:59",taxable,parent,1,,,0,0,,,,,0,,15490000,19590000,,,,,,,id:174,,,,,,1,,Màu,Đen,,0,"Dung lượng",128GB,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,variation,,,"Apple iPhone 15",1,0,visible,,,,"2025-10-31 23:59:59",taxable,parent,1,,,0,0,,,,,0,,18490000,22490000,,,,,,,id:174,,,,,,2,,Màu,Đen,,0,"Dung lượng",256GB,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,variation,,,"Apple iPhone 15",1,0,visible,,,"2025-10-24 0:00:00","2025-11-19 23:59:59",taxable,parent,1,,,0,0,,,,,0,,15490000,19590000,,,,,,,id:174,,,,,,3,,Màu,Hồng,,0,"Dung lượng",128GB,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,variation,,,"Apple iPhone 15",1,0,visible,,,,"2025-11-19 23:59:59",taxable,parent,1,,,0,0,,,,,0,,18490000,22490000,,,,,,,id:174,,,,,,4,,Màu,Hồng,,0,"Dung lượng",256GB,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,variation,,,"Điện thoại Samsung Galaxy S25 - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng - Xanh Icy",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22580000,,,,,,,id:184,,,,,,1,,Màu,"Xanh Icy",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,variation,,,"Điện thoại Samsung Galaxy S25 - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng - Xanh Navy",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22580000,,,,,,,id:184,,,,,,2,,Màu,"Xanh Navy",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,variation,,,"Điện thoại Xiaomi 12S Ultra - Đen",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7990000,,,,http://localhost/ekart/wp-content/uploads/2025/09/xiaomi-12s-ultra_1.webp,,,id:194,,,,,,1,,Màu,Đen,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,variation,,,"Điện thoại Xiaomi 12S Ultra - Xám",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7990000,,,,http://localhost/ekart/wp-content/uploads/2025/09/9-6-300x300-1.png,,,id:194,,,,,,2,,Màu,Xám,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,variation,,,"Galaxy Z Fold7 - Xanh Navy",1,0,visible,,,"2025-10-25 0:00:00","2025-11-30 23:59:59",taxable,parent,1,,,0,0,,,,,0,,47990000,50990000,,,,http://localhost/ekart/wp-content/uploads/2025/09/samsung-galaxy-z-fold7-xanh-navy-thumb-600x600-1.jpg,,,id:200,,,,,,1,,Màu,"Xanh Navy",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,variation,,,"Galaxy Z Fold7 - Xám bạc",1,0,visible,,,"2025-11-01 0:00:00","2025-11-30 23:59:59",taxable,parent,1,,,0,0,,,,,0,,47990000,50990000,,,,http://localhost/ekart/wp-content/uploads/2025/09/samsung-galaxy-z-fold7-xam-2-638889680754188565-750x500-1.jpg,,,id:200,,,,,,2,,Màu,"Xám bạc",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,variation,,,"Apple iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28990000,,,,http://localhost/ekart/wp-content/uploads/2025/09/ipTitanSaMac.png,,,P0001,,,,,,1,,Màu,"Titan sa mạc",,0,"Dung lượng",128GB,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,variation,,,"Apple iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31390000,,,,http://localhost/ekart/wp-content/uploads/2025/09/ipTitanSaMac.png,,,P0001,,,,,,2,,Màu,"Titan sa mạc",,0,"Dung lượng",256GB,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,variation,,,"Apple iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,39890000,43090000,,,,http://localhost/ekart/wp-content/uploads/2025/09/ipTitanSaMac.png,,,P0001,,,,,,3,,Màu,"Titan sa mạc",,0,"Dung lượng",512GB,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,variation,,,"Apple iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28390000,,,,http://localhost/ekart/wp-content/uploads/2025/09/ipTitanDen.jpg,,,P0001,,,,,,4,,Màu,"Titan đen",,0,"Dung lượng",128GB,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,variation,,,"Apple iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,28090000,31390000,,,,http://localhost/ekart/wp-content/uploads/2025/09/ipTitanDen.jpg,,,P0001,,,,,,5,,Màu,"Titan đen",,0,"Dung lượng",256GB,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,variation,,,"Apple iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,39890000,43090000,,,,http://localhost/ekart/wp-content/uploads/2025/09/ipTitanDen.jpg,,,P0001,,,,,,6,,Màu,"Titan đen",,0,"Dung lượng",512GB,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,variation,M0001b,,"MacBook Air M4 13Inch - Bạc",1,0,visible,,"MacBook Air M4 13Inch màu Bạc",,,taxable,parent,1,,,0,0,1.24,304.1,215,11.3,0,,,26990000,,,,http://localhost/ekart/wp-content/uploads/2025/09/9-1.webp,,,M0001,,,,,,1,,Màu,Bạc,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,variation,M0001v,,"MacBook Air M4 13Inch - Vàng ánh sao",1,0,visible,,"MacBook Air M4 13Inch màu Vàng ánh kim",,,taxable,parent,1,,,0,0,1.24,304.1,215,11.3,0,,,26990000,,,,http://localhost/ekart/wp-content/uploads/2025/09/1-1.webp,,,M0001,,,,,,2,,Màu,"Vàng ánh sao",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,variation,,,"Laptop MacBook Pro 14 inch M4 16GB/512GB - Đen",1,0,visible,,,"2025-09-18 0:00:00","2025-11-30 23:59:59",taxable,parent,1,,,0,0,,,,,0,,37790000,39190000,,,,http://localhost/ekart/wp-content/uploads/2025/09/macbook-pro-14-inch-m4-16gb-512gb-tgdd-den-1-638660152965882579-750x500-1.jpg,,,id:272,,,,,,1,,Màu,Đen,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,variation,,,"Laptop MacBook Pro 14 inch M4 16GB/512GB - Bạc",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39190000,,,,http://localhost/ekart/wp-content/uploads/2025/09/macbook-pro-14-inch-m4-16gb-512gb-bac-1-638660150192841121-750x500-1.jpg,,,id:272,,,,,,2,,Màu,Bạc,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,variation,,,"Máy tính bảng iPad A16 WiFi 128GB - Bạc",1,0,visible,,,,"2025-10-24 23:59:59",taxable,parent,1,,,0,0,,,,,0,,9690000,9790000,,,,,,,id:282,,,,,,2,,Màu,Bạc,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,variation,,,"Máy tính bảng iPad A16 WiFi 128GB - Hồng",1,0,visible,,,"2025-10-25 0:00:00","2025-10-31 23:59:59",taxable,parent,1,,,0,0,,,,,0,,9590000,9790000,,,,,,,id:282,,,,,,3,,Màu,Hồng,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,variation,,,"Máy tính bảng iPad A16 WiFi 128GB - Vàng",1,0,visible,,,"2025-11-01 0:00:00","2025-11-30 23:59:59",taxable,parent,1,,,0,0,,,,,0,,9590000,9790000,,,,,,,id:282,,,,,,4,,Màu,Vàng,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,variation,,,"Máy tính bảng iPad A16 WiFi 128GB - Xanh Dương",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,9790000,,,,http://localhost/ekart/wp-content/uploads/2025/09/ipad-11-a16-blue-7-638772856463605356-750x500-2.jpg,,,id:282,,,,,,1,,Màu,"Xanh Dương",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
